Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,Yes,0,Not Graduate,No,1462,1458,54,120,1.0,Urban,Y
Female,Yes,0,Graduate,No,4038,2845,138,480,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,8539,362,231,360,1.0,Urban,Y
Female,No,1,Graduate,No,2568,0,84,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,1937,528,130,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,5768,0,142,360,1.0,Rural,Y
Female,No,1,Graduate,Yes,1764,9632,287,360,0.0,Semiurban,N
Male,Yes,1,Not Graduate,No,6091,1466,151,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3872,3076,176,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,6947,2997,147,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,1865,8550,110,360,1.0,Semiurban,Y
Female,Yes,3+,Not Graduate,No,12194,941,75,360,1.0,Urban,Y
Male,No,3+,Graduate,No,4323,0,125,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,8387,0,187,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,9623,1949,159,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2185,22121,360,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,9114,1864,261,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,1812,0,312,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,1883,569,43,360,1.0,Urban,Y
Female,No,2,Graduate,No,19434,6327,382,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,10703,765,174,360,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,20985,3510,189,300,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,3792,916,254,240,1.0,Urban,Y
Male,No,1,Not Graduate,Yes,5280,509,150,240,1.0,Semiurban,Y
Female,Yes,1,Not Graduate,No,7109,3311,78,120,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,4872,962,353,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,2915,2766,93,240,1.0,Rural,Y
Female,Yes,1,Not Graduate,No,2624,2978,82,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,5708,3122,128,480,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,2329,1382,117,360,1.0,Rural,Y
Male,Yes,1,Graduate,Yes,2283,0,148,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,6473,0,139,360,1.0,Semiurban,Y
Female,Yes,2,Graduate,No,4598,155,333,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,9471,0,195,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3650,2133,88,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,3271,0,96,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,6610,0,117,360,0.0,Rural,Y
Male,Yes,1,Not Graduate,No,2783,0,117,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,3100,1904,108,360,0.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,3187,0,76,480,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4243,1574,176,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,16995,1259,112,360,1.0,Urban,Y
Female,No,0,Not Graduate,No,1874,1764,83,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,12171,15981,198,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,Yes,8237,3834,246,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,14718,710,128,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,44164,1859,432,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,13386,2521,560,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,9395,0,199,360,1.0,Semiurban,Y
Female,No,0,Graduate,No,1961,0,112,180,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,2142,0,174,360,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,Yes,6324,399,71,360,1.0,Semiurban,Y
Male,No,3+,Not Graduate,No,1497,1951,87,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,7561,1665,54,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,1102,1806,101,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,11010,841,70,180,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,3923,967,215,360,0.0,Rural,N
Male,Yes,3+,Graduate,No,5370,5588,94,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,2910,2810,175,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,1301,0,232,360,1.0,Semiurban,Y
Male,No,3+,Not Graduate,No,11664,257,299,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,12518,724,120,180,1.0,Rural,Y
Male,Yes,0,Not Graduate,Yes,3842,2116,178,360,1.0,Urban,N
Female,Yes,3+,Graduate,No,7811,961,182,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,3738,0,318,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,6014,0,237,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,8361,0,324,300,1.0,Rural,Y
Female,Yes,2,Graduate,No,7248,3962,54,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,12565,1807,99,360,1.0,Urban,Y
Female,Yes,1,Graduate,Yes,7067,1923,275,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,5012,1443,210,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,2884,0,137,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,3515,0,111,180,0.0,Semiurban,Y
Female,Yes,1,Graduate,No,8664,3798,238,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,1717,13978,45,180,1.0,Rural,Y
Female,Yes,2,Graduate,No,10657,3329,238,360,0.0,Urban,Y
Male,Yes,0,Graduate,No,4036,1098,156,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,2771,0,110,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,2277,0,200,360,0.0,Semiurban,Y
Female,No,3+,Not Graduate,No,7879,800,117,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,4864,4063,151,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,14945,845,144,360,0.0,Urban,Y
Male,Yes,0,Graduate,No,2030,2563,231,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,3278,626,163,360,1.0,Rural,Y
Female,No,2,Not Graduate,No,4607,3943,47,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,2903,526,64,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,4935,2375,77,180,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,6146,1483,195,240,1.0,Urban,Y
Female,Yes,0,Graduate,No,6899,0,207,360,1.0,Urban,Y
Female,No,1,Graduate,Yes,14105,1217,404,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,1973,1188,80,240,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,Yes,6225,2110,325,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,3124,663,46,120,0.0,Semiurban,Y
Male,No,0,Not Graduate,No,6640,659,150,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,6647,0,171,360,0.0,Semiurban,Y
Female,No,2,Not Graduate,No,2463,1215,171,360,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,2615,661,123,180,1.0,Urban,Y
Female,No,0,Graduate,No,7031,4556,159,360,0.0,Semiurban,Y
Male,No,0,Graduate,No,4995,0,70,300,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,4214,1441,249,360,1.0,Rural,Y
Male,No,2,Graduate,No,7789,479,172,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,8202,14351,184,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,Yes,3392,0,125,360,0.0,Rural,N
Male,Yes,1,Not Graduate,No,2706,828,121,360,1.0,Rural,Y
Female,No,2,Not Graduate,No,2031,0,203,300,1.0,Rural,N
Female,Yes,0,Not Graduate,No,5031,1649,385,180,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,1814,0,64,360,1.0,Urban,Y
Male,No,3+,Graduate,No,5269,2530,62,180,1.0,Rural,Y
Female,No,3+,Graduate,No,11519,1997,174,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,3837,148,121,120,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,3376,0,159,240,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,19900,0,146,480,1.0,Rural,Y
Male,Yes,0,Graduate,No,14140,2205,215,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,2877,536,124,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,No,5417,872,71,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,6186,3144,92,360,1.0,Urban,Y
Male,Yes,2,Not Graduate,No,5667,453,134,300,1.0,Urban,Y
Male,Yes,2,Graduate,No,17505,2066,69,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,5224,6235,145,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,5802,0,153,360,0.0,Rural,Y
Female,Yes,2,Graduate,No,7959,2528,119,360,0.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,11304,0,168,360,1.0,Urban,Y
Male,Yes,3+,Graduate,No,9469,794,56,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,7162,14103,83,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,1650,0,74,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,3492,0,251,360,1.0,Semiurban,Y
Male,Yes,1,Not Graduate,No,8721,981,592,120,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,5856,0,87,360,0.0,Rural,N
Male,Yes,0,Not Graduate,No,8762,3027,128,360,0.0,Semiurban,Y
Female,Yes,3+,Graduate,Yes,18416,0,97,180,0.0,Semiurban,Y
Male,Yes,2,Graduate,No,2156,0,169,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,10900,0,103,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,3900,0,175,480,1.0,Urban,Y
Female,Yes,0,Graduate,No,9459,745,221,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,No,4774,1061,71,240,0.0,Rural,Y
Male,Yes,0,Graduate,No,21783,0,174,360,0.0,Urban,N
Female,Yes,0,Graduate,No,5383,0,50,300,1.0,Rural,Y
Male,No,0,Graduate,Yes,3138,0,127,360,1.0,Rural,Y
Male,No,1,Graduate,Yes,6593,2935,122,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,6165,2083,129,360,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,10901,0,123,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,6725,0,110,180,0.0,Urban,Y
Female,Yes,1,Graduate,Yes,27793,2060,126,240,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4546,0,171,360,0.0,Urban,N
Female,No,1,Graduate,No,4583,621,174,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,3220,235,159,360,1.0,Urban,Y
Male,No,3+,Graduate,No,5218,0,105,360,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,5777,0,283,360,0.0,Semiurban,N
Male,No,1,Not Graduate,No,5984,0,370,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,5151,1859,68,360,1.0,Urban,Y
Male,Yes,1,Graduate,No,3207,0,163,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,2651,1142,112,360,0.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,3779,1368,258,300,1.0,Urban,Y
Male,Yes,1,Graduate,No,10927,0,147,480,1.0,Urban,Y
Female,Yes,2,Not Graduate,No,12705,533,153,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,4656,1553,199,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,2542,0,124,360,1.0,Semiurban,Y
Female,No,3+,Graduate,No,4643,0,406,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,21251,1341,201,360,1.0,Urban,Y
Female,No,0,Graduate,No,9889,0,259,360,1.0,Rural,Y
Male,Yes,1,Graduate,No,7226,4530,130,180,1.0,Rural,Y
Female,No,2,Not Graduate,No,9641,0,137,360,0.0,Semiurban,N
Female,Yes,2,Not Graduate,No,14449,7156,241,300,0.0,Urban,N
Male,Yes,3+,Graduate,No,2192,10549,227,240,0.0,Semiurban,N
Male,No,0,Graduate,No,3735,0,70,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,3394,0,160,360,1.0,Urban,Y
Female,No,0,Graduate,No,7412,0,197,240,1.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,5497,4006,137,480,1.0,Rural,Y
Male,Yes,0,Graduate,No,8345,1962,186,300,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,3446,0,140,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,12840,6774,38,240,1.0,Semiurban,Y
Male,Yes,2,Not Graduate,No,4681,1291,67,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,7991,2318,266,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,11347,3218,128,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,10727,1860,166,120,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,6326,449,148,360,1.0,Urban,Y
Female,No,2,Not Graduate,No,8721,707,90,360,1.0,Rural,Y
Male,Yes,3+,Graduate,No,16633,0,112,360,1.0,Urban,Y
Female,Yes,3+,Graduate,No,7041,0,180,360,0.0,Urban,Y
Male,Yes,3+,Graduate,No,2949,553,192,360,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,7391,2191,551,360,1.0,Rural,Y
Male,Yes,3+,Not Graduate,No,4788,0,111,360,0.0,Semiurban,N
Male,Yes,2,Not Graduate,No,949,7538,404,360,1.0,Semiurban,Y
Male,No,3+,Graduate,No,6791,287,88,240,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,5332,0,198,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,11042,0,165,360,1.0,Semiurban,Y
Female,No,1,Graduate,No,2907,0,137,300,1.0,Semiurban,Y
Male,No,2,Graduate,No,1713,345,147,360,1.0,Rural,Y
Female,No,0,Not Graduate,No,5530,0,102,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,6413,0,255,300,1.0,Semiurban,Y
Male,No,0,Graduate,Yes,5248,4693,89,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,4986,0,179,360,0.0,Semiurban,N
Male,Yes,0,Not Graduate,No,2325,1377,233,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,4459,2580,340,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,3851,0,265,360,1.0,Rural,Y
Male,No,0,Graduate,No,10413,0,209,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,6409,2780,101,360,1.0,Rural,Y
Male,No,1,Graduate,No,4045,1241,92,120,1.0,Urban,Y
Male,No,0,Graduate,No,16427,282,74,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4071,8095,70,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,7262,910,148,360,1.0,Semiurban,Y
Female,Yes,1,Graduate,No,4372,0,95,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,15395,265,304,120,0.0,Urban,Y
Male,Yes,0,Not Graduate,No,5222,0,104,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,5332,1998,157,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,4456,0,126,360,0.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,5639,36819,63,360,1.0,Urban,Y
Male,No,1,Graduate,Yes,11380,961,285,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,8884,0,225,360,0.0,Semiurban,Y
Male,No,1,Graduate,No,5012,0,241,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,16170,917,212,480,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,9055,0,94,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,3616,1534,95,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,1870,4338,194,360,1.0,Urban,Y
Female,Yes,0,Graduate,Yes,3675,12848,374,240,1.0,Urban,Y
Female,No,2,Graduate,No,6563,2102,187,180,1.0,Rural,Y
Male,Yes,3+,Not Graduate,Yes,7465,1364,266,360,1.0,Rural,Y
Male,No,0,Graduate,No,12725,0,108,480,1.0,Urban,Y
Male,Yes,1,Not Graduate,No,2284,7307,286,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,3614,747,115,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,2155,1149,171,360,1.0,Rural,Y
Female,No,1,Not Graduate,No,1925,3552,119,120,1.0,Urban,Y
Female,Yes,2,Graduate,No,3166,1584,253,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,6352,696,255,360,1.0,Semiurban,Y
Male,No,1,Not Graduate,Yes,8433,3104,61,180,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,2530,3538,328,360,0.0,Semiurban,N
Male,No,0,Graduate,No,2789,1294,617,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1413,1922,119,360,1.0,Urban,Y
Female,No,0,Not Graduate,No,5710,0,137,120,1.0,Urban,Y
Female,No,2,Graduate,No,2943,604,312,360,1.0,Rural,Y
Male,No,1,Graduate,No,15742,1099,154,360,0.0,Rural,N
Female,Yes,1,Not Graduate,No,6547,1946,148,480,1.0,Urban,Y
Male,Yes,0,Graduate,No,4358,413,463,360,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,3137,1183,65,120,1.0,Urban,Y
Male,Yes,1,Graduate,Yes,1726,1974,92,300,0.0,Semiurban,N
Male,Yes,3+,Graduate,No,1886,5970,190,300,1.0,Rural,Y
Female,No,0,Graduate,No,3179,1322,56,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,3013,0,118,360,1.0,Semiurban,Y
Male,Yes,3+,Not Graduate,No,2442,1466,118,240,1.0,Rural,Y
Male,Yes,0,Graduate,No,6399,1026,264,360,1.0,Rural,Y
Male,Yes,3+,Not Graduate,No,7044,3140,224,360,0.0,Semiurban,N
Male,Yes,1,Graduate,No,3565,1289,54,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,19045,0,97,360,1.0,Rural,Y
Female,Yes,0,Graduate,Yes,1447,72520,98,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,5119,2084,130,360,0.0,Urban,Y
Male,No,0,Graduate,No,4217,1976,76,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,3342,0,194,300,0.0,Rural,N
Male,Yes,2,Graduate,No,3015,0,97,360,1.0,Urban,Y
Male,No,1,Graduate,No,4890,1649,211,180,1.0,Urban,Y
Male,Yes,2,Graduate,Yes,4197,0,148,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,3735,3648,82,360,1.0,Urban,Y
Female,Yes,1,Graduate,Yes,1980,0,341,120,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,1583,552,347,180,1.0,Urban,Y
Male,No,2,Graduate,No,4015,147,176,180,1.0,Rural,Y
Male,Yes,0,Graduate,No,3709,1635,128,360,1.0,Urban,Y
Male,No,1,Graduate,No,4281,0,78,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,4554,511,282,480,1.0,Semiurban,Y
Male,No,0,Not Graduate,No,3409,0,243,360,1.0,Urban,N
Male,Yes,0,Not Graduate,No,4235,374,91,240,1.0,Rural,Y
Male,Yes,1,Graduate,No,2704,3350,98,360,0.0,Semiurban,Y
Female,Yes,0,Not Graduate,No,14282,441,195,240,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,2807,2067,73,120,1.0,Rural,Y
Male,Yes,3+,Graduate,No,3790,4600,101,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,2961,0,79,360,1.0,Rural,Y
Female,Yes,1,Graduate,No,2926,0,81,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,5000,12306,96,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,4575,0,255,240,1.0,Urban,Y
Female,No,0,Not Graduate,No,3563,3106,51,360,1.0,Rural,Y
Female,No,3+,Graduate,No,4030,0,192,360,1.0,Urban,Y
Female,No,1,Graduate,No,2969,0,173,360,1.0,Urban,Y
Male,No,0,Graduate,Yes,6510,2799,265,360,1.0,Rural,Y
Male,Yes,0,Not Graduate,No,20715,1070,173,120,1.0,Urban,Y
Male,Yes,2,Graduate,No,2664,334,118,360,1.0,Urban,Y
Female,Yes,2,Graduate,No,6475,450,90,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,5071,0,268,360,1.0,Rural,Y
Female,No,0,Graduate,No,7848,0,199,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,8004,1414,110,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,5674,6395,256,360,1.0,Rural,Y
Female,Yes,2,Graduate,No,4779,0,113,240,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,3625,3239,148,360,1.0,Rural,Y
Female,Yes,0,Graduate,No,2877,1953,103,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4592,0,204,180,1.0,Semiurban,Y
Female,No,0,Graduate,No,1999,1291,81,300,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,3243,689,124,360,1.0,Semiurban,Y
Male,No,2,Graduate,No,10665,0,100,360,1.0,Rural,Y
Female,No,1,Not Graduate,Yes,5265,825,173,360,1.0,Urban,N
Male,No,2,Graduate,Yes,9180,1802,187,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,13749,381,76,360,1.0,Urban,Y
Male,Yes,0,Graduate,Yes,4341,519,189,360,0.0,Semiurban,N
Male,Yes,3+,Not Graduate,No,5682,0,61,360,1.0,Urban,Y
Male,Yes,0,Not Graduate,No,3978,0,552,120,1.0,Urban,Y
Male,Yes,3+,Graduate,No,2782,2186,109,240,1.0,Rural,Y
Male,No,0,Graduate,No,2522,1728,278,360,0.0,Urban,N
Male,No,2,Graduate,No,8868,0,167,360,0.0,Rural,N
Male,No,0,Graduate,No,5687,0,171,360,1.0,Rural,Y
Male,No,1,Not Graduate,Yes,17901,1237,73,360,1.0,Semiurban,Y
Female,Yes,3+,Graduate,No,9705,2000,246,360,1.0,Urban,Y
Female,Yes,1,Graduate,No,2945,0,152,360,1.0,Urban,Y
Male,Yes,2,Graduate,No,8850,1720,196,360,1.0,Rural,Y
Female,Yes,2,Graduate,No,3969,0,140,120,0.0,Rural,N
Male,No,2,Not Graduate,No,11519,0,160,360,1.0,Rural,Y
Female,Yes,3+,Graduate,No,3496,0,87,180,1.0,Rural,Y
Female,Yes,0,Not Graduate,No,2352,2020,135,240,1.0,Urban,Y
Female,Yes,0,Graduate,No,2815,8945,115,360,0.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,2918,2305,97,120,1.0,Rural,Y
Female,Yes,0,Graduate,No,2729,0,160,360,1.0,Urban,Y
Male,No,0,Graduate,No,3291,1313,184,360,0.0,Semiurban,N
Female,Yes,1,Graduate,No,8952,0,172,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,17278,2074,139,180,1.0,Urban,Y
Male,Yes,0,Graduate,No,1936,6714,189,120,1.0,Urban,Y
Female,Yes,0,Graduate,No,11901,0,171,360,1.0,Urban,Y
Female,Yes,2,Graduate,Yes,3517,0,157,360,1.0,Semiurban,Y
Male,No,1,Graduate,No,6269,4843,163,360,1.0,Semiurban,Y
Female,Yes,0,Graduate,Yes,1543,5383,301,300,1.0,Urban,Y
Male,Yes,3+,Not Graduate,No,7092,0,72,360,1.0,Rural,Y
Male,Yes,0,Graduate,Yes,1207,279,122,180,0.0,Rural,N
Male,No,3+,Graduate,No,6122,0,181,360,0.0,Urban,N
Male,Yes,1,Graduate,Yes,5884,0,57,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,5617,666,340,360,0.0,Urban,Y
Male,Yes,2,Graduate,No,2938,4109,172,360,0.0,Semiurban,Y
Male,No,2,Not Graduate,No,7220,2117,263,300,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,6462,0,290,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,4243,714,190,360,0.0,Urban,N
Female,Yes,0,Graduate,No,7865,7891,38,180,0.0,Semiurban,Y
Female,Yes,0,Graduate,No,4596,3598,162,120,1.0,Rural,Y
Male,No,0,Graduate,No,7116,4399,168,120,0.0,Semiurban,N
Male,No,0,Not Graduate,Yes,4500,613,77,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,Yes,5719,0,50,360,1.0,Urban,Y
Male,No,3+,Not Graduate,No,7348,1317,195,360,1.0,Urban,Y
Female,No,0,Graduate,No,3719,0,70,360,1.0,Semiurban,Y
Male,No,0,Graduate,No,2072,3379,511,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,5962,3239,173,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,11300,775,333,360,1.0,Urban,Y
Male,Yes,3+,Not Graduate,No,6059,14133,151,180,1.0,Rural,Y
Female,No,2,Graduate,No,6140,11096,232,180,1.0,Urban,Y
Female,Yes,3+,Not Graduate,No,4771,3311,153,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,8245,2780,271,360,0.0,Rural,N
Male,Yes,3+,Graduate,No,4314,2514,43,360,1.0,Semiurban,Y
Female,Yes,2,Not Graduate,No,3576,383,252,360,1.0,Urban,Y
Female,Yes,0,Graduate,No,10654,0,221,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,3390,1997,135,360,0.0,Semiurban,N
Male,Yes,1,Graduate,No,9160,0,116,360,1.0,Rural,Y
Male,No,0,Not Graduate,No,10658,1326,124,360,1.0,Rural,Y
Male,Yes,0,Graduate,No,7308,167,175,360,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,2049,0,307,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,5009,0,107,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,4266,10210,53,360,1.0,Semiurban,Y
Male,Yes,2,Graduate,No,3473,0,659,360,1.0,Semiurban,Y
Female,No,2,Graduate,No,5431,2170,222,360,1.0,Semiurban,Y
Male,Yes,3+,Graduate,No,8420,5422,117,360,1.0,Semiurban,Y
Male,No,3+,Graduate,Yes,3565,1074,302,360,0.0,Rural,N
Male,Yes,2,Graduate,No,4359,0,259,360,0.0,Urban,N
Male,Yes,1,Graduate,No,4151,0,199,360,0.0,Urban,N
Female,Yes,0,Graduate,No,11100,5945,111,480,1.0,Urban,Y
Male,Yes,1,Graduate,No,4105,501,221,360,1.0,Rural,Y
Male,Yes,2,Graduate,No,2071,599,285,360,1.0,Urban,Y
Female,Yes,3+,Graduate,No,1633,0,52,480,1.0,Urban,Y
Male,Yes,2,Graduate,No,6335,0,169,360,1.0,Urban,Y
Female,Yes,0,Not Graduate,No,2885,0,177,480,1.0,Semiurban,Y
Male,Yes,1,Graduate,No,7848,3215,174,300,1.0,Semiurban,Y
Male,No,0,Graduate,No,1935,712,152,480,0.0,Urban,N
Male,Yes,0,Graduate,No,3370,459,302,180,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,1936,1096,130,360,1.0,Semiurban,Y
Female,No,0,Not Graduate,Yes,6662,1226,148,360,1.0,Rural,Y
Female,Yes,2,Not Graduate,No,7740,1361,179,360,1.0,Urban,Y
Male,Yes,0,Graduate,No,6229,6432,133,360,1.0,Semiurban,Y
Male,Yes,0,Graduate,No,2298,3906,64,360,1.0,Urban,Y
Female,Yes,3+,Graduate,No,2915,3081,168,180,1.0,Rural,Y
Female,No,0,Graduate,No,5790,0,169,360,1.0,Semiurban,Y
Male,Yes,0,Not Graduate,No,1508,0,119,360,0.0,Semiurban,N
Male,No,0,Graduate,No,4151,769,137,360,1.0,Urban,Y
